TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,LogReg_Fraud,DBSCAN_Cluster,DBSCAN_Fraud
TX000529,AC00339,42.55,2023-03-31 18:57:11,Debit,Seattle,D000034,40.192.99.27,M013,Branch,53,Engineer,29,1,7341.43,2024-11-04 08:10:32,-50418801.0,False,3,1.5757389231903567,False,False,0.1711456158371864,False,False,0,False
TX000530,AC00265,1063.25,2023-01-17 16:48:10,Credit,Omaha,D000029,87.50.72.69,M070,Online,21,Student,128,1,1240.71,2024-11-04 08:07:39,-56733569.0,False,2,1.7163115991275109,False,False,0.11361317459046949,False,False,0,False
TX000531,AC00369,541.79,2023-08-11 16:43:45,Debit,Mesa,D000558,93.169.212.219,M098,ATM,22,Student,125,1,1454.08,2024-11-04 08:11:29,-38935664.0,False,4,1.0910488692834193,False,False,0.19426028046733507,False,False,0,False
TX000532,AC00033,40.57,2023-02-13 17:02:27,Debit,Columbus,D000380,173.252.44.183,M096,Branch,26,Student,63,1,1476.91,2024-11-04 08:06:37,-54399850.0,False,4,1.0563676486601348,False,False,0.20913936696365337,False,False,0,False
TX000533,AC00077,120.24,2023-08-28 16:52:22,Debit,Milwaukee,D000570,49.29.37.185,M087,Branch,18,Student,131,2,1943.13,2024-11-04 08:08:20,-37466158.0,False,4,1.7562998918987334,False,False,0.0841858696554445,False,False,0,False
TX000534,AC00437,498.67,2023-12-05 16:19:23,Debit,Miami,D000690,89.6.100.149,M036,Online,28,Student,244,1,1719.97,2024-11-04 08:08:24,-28914541.0,False,4,1.9866010817021251,False,False,0.1450576133412237,False,False,0,False
TX000535,AC00152,227.22,2023-03-27 18:52:04,Debit,El Paso,D000350,197.187.216.106,M074,ATM,53,Doctor,220,1,832.82,2024-11-04 08:11:56,-50764792.0,False,3,1.8787626924420624,False,False,0.14967016204623523,False,False,0,False
TX000536,AC00161,1182.86,2023-12-11 16:06:51,Debit,Tucson,D000673,96.24.89.146,M050,Online,30,Engineer,34,1,7696.16,2024-11-04 08:08:58,-28396927.0,True,2,1.8829806760981513,False,True,0.03925480660855152,False,False,0,False
TX000537,AC00125,56.94,2023-12-11 16:52:47,Credit,Charlotte,D000542,69.82.61.135,M043,Online,76,Retired,74,1,7004.63,2024-11-04 08:07:42,-28394095.0,False,3,1.2489416543308132,False,False,0.14576717192940514,False,False,0,False
TX000538,AC00311,629.82,2023-07-17 16:22:23,Debit,Colorado Springs,D000198,17.87.7.140,M056,ATM,68,Retired,159,1,6385.69,2024-11-04 08:11:59,-41096976.0,False,3,1.715881952291012,False,False,0.18159145902889978,False,False,0,False
TX000539,AC00183,59.44,2023-06-13 17:52:56,Debit,Chicago,D000479,64.15.0.66,M002,Online,35,Engineer,176,1,5472.03,2024-11-04 08:06:34,-44028818.0,False,4,1.471064502300084,False,False,0.1892263459524408,False,False,0,False
TX000540,AC00407,186.69,2023-12-29 16:38:21,Debit,New York,D000546,162.151.179.167,M015,Branch,30,Engineer,54,1,8602.22,2024-11-04 08:08:12,-26839791.0,False,0,1.370509789514523,False,False,0.18016597830465753,False,False,0,False
TX000541,AC00093,230.46,2023-04-25 17:33:27,Debit,Mesa,D000401,59.132.247.252,M003,Online,19,Student,179,1,162.53,2024-11-04 08:08:50,-48263723.0,False,4,1.00190940164867,False,False,0.15364009447392313,False,False,0,False
TX000542,AC00314,65.09,2023-02-28 17:58:02,Credit,Seattle,D000434,144.91.150.133,M066,Online,44,Engineer,159,1,9370.9,2024-11-04 08:09:41,-53100699.0,False,0,0.7415998092413278,False,False,0.18199099184623158,False,False,0,False
TX000543,AC00467,457.09,2023-05-25 16:52:57,Credit,Nashville,D000278,21.97.154.92,M033,Online,55,Engineer,63,1,8570.82,2024-11-04 08:08:45,-45674148.0,False,0,1.3853415354841194,False,False,0.19593991282664436,False,False,0,False
TX000544,AC00316,552.02,2023-11-30 16:51:46,Credit,Chicago,D000061,156.173.170.140,M048,ATM,44,Engineer,100,1,522.08,2024-11-04 08:09:25,-29344659.0,False,4,1.5447879856864983,False,False,0.16165543127340354,False,False,0,False
TX000545,AC00145,377.12,2023-08-14 17:12:27,Debit,Houston,D000321,112.56.160.202,M049,ATM,34,Engineer,61,1,836.67,2024-11-04 08:11:40,-38674753.0,False,4,1.1050558133016566,False,False,0.18077160939140763,False,False,0,False
TX000546,AC00045,204.56,2023-09-11 17:51:17,Credit,San Diego,D000094,44.197.126.59,M013,Branch,18,Student,179,1,364.72,2024-11-04 08:10:26,-36253149.0,False,4,1.0116045713301318,False,False,0.1514812348823018,False,False,0,False
TX000547,AC00005,420.28,2023-05-17 17:28:25,Debit,Washington,D000677,110.150.1.201,M002,Branch,35,Doctor,144,1,8557.32,2024-11-04 08:09:01,-46363236.0,False,0,0.9754072219898688,False,False,0.1892525711529907,False,False,0,False
TX000548,AC00456,97.09,2023-04-10 18:26:56,Debit,Fort Worth,D000164,221.206.44.63,M052,ATM,24,Student,202,4,1579.57,2024-11-04 08:06:33,-49556377.0,True,1,1.9250215136909172,False,True,0.011006425358623395,False,True,0,False
TX000549,AC00041,124.59,2023-05-05 17:32:18,Debit,Charlotte,D000037,85.239.236.80,M025,Branch,27,Student,171,1,129.29,2024-11-04 08:09:21,-47399823.0,False,4,0.8989660384858987,False,False,0.1772388697993384,False,False,0,False
TX000550,AC00257,73.88,2023-01-02 16:27:18,Debit,Charlotte,D000611,142.148.226.178,M015,Online,39,Doctor,34,1,6474.41,2024-11-04 08:09:09,-58030911.0,False,0,1.7057343912662197,False,False,0.175848927272578,False,False,0,False
TX000551,AC00356,77.43,2023-01-19 16:11:12,Debit,Raleigh,D000403,100.137.90.188,M047,Online,21,Student,169,1,1380.21,2024-11-04 08:06:33,-56562921.0,False,4,0.9182628890442467,False,False,0.18461268022993677,False,False,0,False
TX000552,AC00465,106.16,2023-04-14 17:21:48,Debit,Phoenix,D000673,48.89.167.189,M098,ATM,56,Doctor,277,4,7487.79,2024-11-04 08:08:51,-49214823.0,True,1,2.308495731026794,False,True,-0.01222259211390675,True,True,0,False
TX000553,AC00158,245.93,2023-06-06 18:53:35,Debit,Fresno,D000096,219.98.242.240,M054,Branch,54,Engineer,172,1,7986.63,2024-11-04 08:11:58,-44630303.0,False,0,0.9934393422300959,False,False,0.1968715220411819,False,False,0,False
TX000554,AC00086,622.41,2023-12-11 16:57:41,Debit,Indianapolis,D000680,134.222.122.238,M100,ATM,64,Doctor,125,1,7322.01,2024-11-04 08:07:48,-28393807.0,False,2,1.6139312593422992,False,False,0.19883186735743807,False,False,0,False
TX000555,AC00322,43.73,2023-04-03 16:43:29,Debit,Omaha,D000631,194.88.79.54,M011,ATM,34,Doctor,145,1,9929.43,2024-11-04 08:10:33,-50167624.0,False,0,0.9030663875015322,False,False,0.1749279655096071,False,False,0,False
TX000556,AC00433,1282.86,2023-05-15 16:52:40,Debit,Austin,D000388,62.251.170.72,M070,Branch,19,Student,68,1,1830.98,2024-11-04 08:07:32,-46538092.0,True,2,2.187474694823787,False,True,0.05228736121755806,False,True,0,False
TX000557,AC00083,2.03,2024-01-01 16:07:05,Credit,Detroit,D000271,112.86.148.212,M012,ATM,33,Engineer,28,1,3012.31,2024-11-04 08:08:50,-26582505.0,False,4,1.6269025155020589,False,False,0.13985096175765355,False,False,0,False
TX000558,AC00402,770.65,2023-07-05 17:49:26,Debit,Jacksonville,D000119,161.161.26.115,M016,Online,31,Doctor,137,1,7198.8,2024-11-04 08:09:01,-42128375.0,False,2,1.1871172565189723,False,False,0.16154788141489712,False,False,0,False
TX000559,AC00317,260.31,2023-02-28 16:46:55,Debit,Austin,D000404,195.226.203.234,M065,Branch,63,Doctor,113,1,10980.38,2024-11-04 08:12:03,-53105108.0,False,0,1.084964626810715,False,False,0.1729952556043235,False,False,0,False
TX000560,AC00030,356.1,2023-10-25 16:13:39,Credit,Fort Worth,D000441,167.164.55.0,M043,Branch,26,Student,187,1,868.35,2024-11-04 08:11:02,-32457443.0,False,4,1.0577621324674162,False,False,0.19054535270718198,False,False,0,False
TX000561,AC00114,27.07,2023-03-06 17:39:01,Credit,Virginia Beach,D000046,52.169.116.164,M004,Branch,80,Retired,39,1,3773.29,2024-11-04 08:09:57,-52583456.0,False,3,1.590844744794387,False,False,0.09578828804773887,False,False,0,False
TX000562,AC00301,119.89,2023-12-19 17:11:31,Debit,Tucson,D000013,166.79.195.157,M004,ATM,67,Doctor,60,1,6697.77,2024-11-04 08:09:02,-27701851.0,False,3,1.0112011362788107,False,False,0.19419680427685554,False,False,0,False
TX000563,AC00216,106.39,2023-02-13 18:42:09,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,37,Doctor,281,1,9410.99,2024-11-04 08:10:32,-54394103.0,False,0,2.300383292879142,False,False,0.11152569264049594,False,False,0,False
TX000564,AC00223,12.04,2023-11-15 16:08:52,Debit,Fort Worth,D000535,31.127.129.152,M053,Online,37,Engineer,58,1,6213.32,2024-11-04 08:08:25,-30643173.0,False,0,1.61215046637154,False,False,0.17570484355113275,False,False,0,False
TX000565,AC00413,365.7,2023-01-27 16:35:40,Debit,Houston,D000051,81.248.235.147,M045,Branch,21,Student,115,2,368.78,2024-11-04 08:10:17,-55870477.0,False,4,1.7654489396469752,False,False,0.09166063739545172,False,False,0,False
TX000566,AC00086,29.38,2023-02-15 16:30:09,Credit,Baltimore,D000053,139.23.212.102,M064,Branch,28,Student,63,1,1663.31,2024-11-04 08:11:08,-54229259.0,False,4,1.0842359106471582,False,False,0.19908413726117968,False,False,0,False
TX000567,AC00216,319.85,2023-07-26 16:44:22,Debit,Denver,D000589,219.31.152.129,M083,ATM,60,Doctor,148,1,711.66,2024-11-04 08:07:45,-40317803.0,False,3,1.1886420670247246,False,False,0.18866295469169658,False,False,0,False
TX000568,AC00240,350.14,2023-03-24 18:50:42,Credit,Los Angeles,D000182,161.168.126.136,M048,Online,75,Retired,38,1,2403.25,2024-11-04 08:08:40,-51023878.0,False,3,1.5012079764440325,False,False,0.11717343089012511,False,False,0,False
TX000569,AC00298,163.94,2023-08-03 18:49:37,Credit,Virginia Beach,D000352,154.48.233.165,M041,Branch,52,Retired,73,1,5957.37,2024-11-04 08:09:51,-39619214.0,False,3,0.88245630403521,False,False,0.214661991686927,False,False,0,False
TX000570,AC00460,170.53,2023-02-06 18:59:44,Debit,Oklahoma City,D000140,158.135.64.240,M089,Branch,24,Student,58,1,801.01,2024-11-04 08:09:49,-54997805.0,False,4,0.9575226783553767,False,False,0.20031819189209138,False,False,0,False
TX000571,AC00424,262.22,2023-07-13 17:48:24,Credit,Baltimore,D000006,177.116.108.246,M080,ATM,40,Engineer,136,1,5711.71,2024-11-04 08:12:12,-41437428.0,False,0,1.1486700153701421,False,False,0.20364829179452126,False,False,0,False
TX000572,AC00434,41.49,2023-04-24 16:47:20,Debit,Albuquerque,D000422,32.71.250.58,M027,Online,24,Student,13,1,928.33,2024-11-04 08:12:03,-48353083.0,False,4,1.6894076324343763,False,False,0.1524364017681094,False,False,0,False
TX000573,AC00471,121.43,2023-03-21 16:20:33,Credit,Sacramento,D000244,171.101.134.74,M062,Branch,52,Engineer,243,1,7365.28,2024-11-04 08:07:28,-51292015.0,False,0,1.8867871259181754,False,False,0.13664879160104276,False,False,0,False
TX000574,AC00461,350.46,2023-12-08 16:16:02,Debit,Nashville,D000079,152.234.65.155,M023,Branch,51,Retired,165,1,5839.38,2024-11-04 08:06:32,-28655430.0,False,3,1.145380065708891,False,False,0.21244982381205668,False,False,0,False
TX000575,AC00188,220.41,2023-09-04 16:42:49,Credit,El Paso,D000574,133.223.159.151,M059,Online,26,Engineer,155,1,5116.98,2024-11-04 08:10:04,-36862035.0,False,4,1.0092001618140458,False,False,0.19753979736434202,False,False,0,False
TX000576,AC00013,33.46,2023-02-20 16:52:03,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72,Retired,111,1,3641.07,2024-11-04 08:09:12,-53795829.0,False,3,0.8362532629492544,False,False,0.17138187181740172,False,False,0,False
TX000577,AC00345,104.79,2023-08-07 16:06:32,Debit,Denver,D000531,80.247.6.83,M039,ATM,70,Doctor,223,1,1352.19,2024-11-04 08:10:07,-39283415.0,False,3,1.8635862897164697,False,False,0.10867257512255601,False,False,0,False
TX000578,AC00013,246.27,2023-12-27 16:48:30,Debit,Fresno,D000102,144.91.150.133,M058,Online,29,Doctor,141,1,7299.86,2024-11-04 08:10:57,-27012147.0,False,0,1.1436449763571674,False,False,0.19278483464886842,False,False,0,False
TX000579,AC00296,48.85,2023-12-08 16:45:12,Debit,Dallas,D000645,68.254.244.208,M049,ATM,19,Student,176,1,1503.56,2024-11-04 08:07:15,-28653723.0,False,4,1.0854334129925705,False,False,0.1644581532135565,False,False,0,False
TX000580,AC00192,332.0,2023-04-27 16:27:41,Debit,Charlotte,D000101,197.23.128.119,M038,ATM,69,Retired,17,1,5943.13,2024-11-04 08:07:03,-48094762.0,False,3,1.5367523034906159,False,False,0.14925168644809977,False,False,0,False
TX000581,AC00378,118.1,2023-10-31 16:49:13,Debit,Memphis,D000023,110.243.14.36,M071,Online,54,Engineer,167,1,895.66,2024-11-04 08:09:14,-31936801.0,False,3,1.3285611366781718,False,False,0.17902656053010269,False,False,0,False
TX000582,AC00205,84.59,2023-04-19 16:54:46,Credit,Las Vegas,D000560,152.140.239.181,M004,Branch,67,Doctor,10,1,5669.1,2024-11-04 08:07:12,-48784346.0,False,3,1.5726785984774698,False,False,0.14887846237341956,False,False,0,False
TX000583,AC00475,295.64,2023-12-14 17:31:18,Debit,Jacksonville,D000225,170.225.23.251,M021,Online,21,Student,82,1,1061.96,2024-11-04 08:10:41,-28132763.0,False,4,0.6825759287066674,False,False,0.2048779218675464,False,False,0,False
TX000584,AC00022,514.33,2023-06-02 16:27:08,Debit,Philadelphia,D000478,218.54.207.160,M017,Branch,25,Student,160,1,1592.94,2024-11-04 08:12:17,-44984709.0,False,4,1.1205527450662245,False,False,0.19675708513162266,False,False,0,False
TX000585,AC00150,992.17,2023-02-27 18:23:11,Debit,San Antonio,D000205,90.111.245.138,M007,ATM,43,Doctor,169,1,6215.96,2024-11-04 08:12:19,-53185748.0,False,2,0.8673746425004202,False,False,0.1292355096800507,False,False,0,False
TX000586,AC00362,94.59,2023-12-01 17:04:00,Debit,Washington,D000270,47.82.77.181,M085,Online,39,Doctor,34,1,6171.89,2024-11-04 08:10:37,-29257597.0,False,0,1.7285986993017255,False,False,0.1794944060120705,False,False,0,False
TX000587,AC00170,80.43,2023-01-04 16:09:43,Debit,Columbus,D000483,157.47.114.20,M014,Branch,59,Retired,157,1,5987.67,2024-11-04 08:08:18,-57859115.0,False,3,0.8528739677927976,False,False,0.2147724379259447,False,False,0,False
TX000588,AC00429,54.25,2023-07-31 16:51:50,Debit,Virginia Beach,D000353,51.250.122.123,M042,Online,68,Doctor,37,1,14783.33,2024-11-04 08:08:53,-39885423.0,False,0,2.2751234210123097,False,False,0.058359681964386234,False,False,0,False
TX000589,AC00418,178.88,2023-06-19 17:31:08,Credit,Dallas,D000101,38.210.156.148,M026,Branch,76,Retired,93,4,4708.29,2024-11-04 08:12:10,-43512062.0,True,1,1.8937918984319704,False,True,0.01962030686834093,False,True,0,False
TX000590,AC00144,518.85,2023-10-23 18:37:47,Debit,Kansas City,D000100,73.54.203.165,M038,Online,22,Student,82,1,1806.0,2024-11-04 08:06:37,-32621330.0,False,4,1.154379639951176,False,False,0.19193591614365052,False,False,0,False
TX000591,AC00449,10.65,2023-04-24 16:24:49,Debit,Louisville,D000484,38.166.40.246,M081,Online,54,Doctor,161,1,13240.72,2024-11-04 08:10:21,-48354332.0,False,0,1.3238041539622931,False,False,0.13016910756966138,False,False,0,False
TX000592,AC00057,198.62,2023-05-15 16:19:14,Credit,Tucson,D000378,97.4.209.133,M079,Branch,27,Student,84,1,1196.07,2024-11-04 08:06:38,-46540044.0,False,4,0.5550832234353485,False,False,0.22243245674708506,False,False,0,False
TX000593,AC00426,107.03,2023-03-06 18:27:13,Debit,Miami,D000628,221.23.158.87,M038,Branch,27,Student,73,1,1408.07,2024-11-04 08:12:13,-52580700.0,False,4,0.811013344083111,False,False,0.21310050951432008,False,False,0,False
TX000594,AC00039,139.57,2023-11-17 17:59:11,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,3,271.78,2024-11-04 08:07:23,-30463692.0,True,1,3.221369420485999,True,True,-0.0050515705047933235,True,True,0,False
TX000595,AC00051,312.47,2023-05-02 17:24:26,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,9419.27,2024-11-04 08:08:05,-47659419.0,True,1,1.0776610185585702,False,True,0.025672492043775197,False,True,0,False
TX000596,AC00471,346.11,2023-01-04 17:00:17,Debit,Dallas,D000362,130.92.201.49,M007,Branch,41,Engineer,213,1,9551.64,2024-11-04 08:08:03,-57856066.0,False,0,1.3355319778170514,False,False,0.15871345304842915,False,False,0,False
TX000597,AC00039,138.06,2023-07-25 17:21:53,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,44,Engineer,159,1,1070.47,2024-11-04 08:06:52,-40401899.0,False,4,1.1957841745898408,False,False,0.18883466907309565,False,False,0,False
TX000598,AC00274,158.02,2023-09-20 17:09:14,Debit,New York,D000032,60.153.124.80,M026,ATM,49,Engineer,120,1,9374.24,2024-11-04 08:09:57,-35478043.0,False,0,0.3808563776521381,False,False,0.2045051569080889,False,False,0,False
TX000599,AC00095,830.01,2023-07-21 16:43:59,Credit,Chicago,D000559,5.252.94.135,M071,Online,66,Retired,96,1,4253.18,2024-11-04 08:11:27,-40750048.0,False,2,1.2457573644576516,False,False,0.16549559496452848,False,False,0,False
TX000600,AC00211,435.5,2023-05-15 18:41:05,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,55,Retired,112,1,6981.03,2024-11-04 08:09:40,-46531715.0,False,3,1.0912163117064255,False,False,0.22757194512397144,False,False,0,False
TX000601,AC00184,110.49,2023-10-31 17:06:47,Debit,Raleigh,D000449,187.52.200.18,M068,Online,57,Doctor,48,1,10483.93,2024-11-04 08:12:20,-31935933.0,False,0,1.3739478403725245,False,False,0.16563343065770608,False,False,0,False
TX000602,AC00436,329.4,2023-12-25 16:30:09,Debit,Denver,D000692,104.155.121.252,M017,Online,34,Doctor,68,1,9588.07,2024-11-04 08:07:55,-27185866.0,False,0,1.0878053667240886,False,False,0.18209827763233893,False,False,0,False
TX000603,AC00107,635.4,2023-09-19 16:55:00,Debit,Denver,D000002,215.97.143.157,M018,ATM,47,Doctor,106,1,1238.11,2024-11-04 08:11:45,-35565405.0,False,2,1.350990334551572,False,False,0.17770029034685147,False,False,0,False
TX000604,AC00203,769.97,2023-02-16 18:56:44,Debit,San Diego,D000393,24.129.74.189,M058,Branch,22,Student,23,1,1244.93,2024-11-04 08:09:51,-54133987.0,False,2,2.15853773381876,False,False,0.13171474971347624,False,False,0,False
TX000605,AC00398,175.07,2023-09-04 17:46:20,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,26,Student,169,1,1040.25,2024-11-04 08:08:15,-36858115.0,False,4,0.7335846452005331,False,False,0.20259308017319527,False,False,0,False
TX000606,AC00312,7.31,2023-06-26 16:04:11,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,78,Retired,282,1,5757.67,2024-11-04 08:07:15,-42912184.0,False,3,2.682319267369161,False,False,0.03947157245081434,False,False,0,False
TX000607,AC00225,175.15,2023-11-09 17:02:41,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,1712.65,2024-11-04 08:09:45,-31158424.0,False,4,1.2860259335767377,False,False,0.2020444313193714,False,False,0,False
TX000608,AC00150,32.54,2023-07-04 16:25:35,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,2024-11-04 08:07:01,-42219686.0,True,1,1.8565001495110967,False,True,0.01943560158695634,False,True,0,False
TX000609,AC00413,121.82,2023-09-08 18:24:14,Debit,Dallas,D000542,40.198.240.246,M032,Online,60,Doctor,119,1,13293.83,2024-11-04 08:11:30,-36510436.0,False,0,1.2604457990203632,False,False,0.15689027885244106,False,False,0,False
TX000610,AC00479,56.12,2023-09-13 18:49:55,Debit,El Paso,D000431,11.167.243.171,M049,ATM,30,Doctor,102,1,8839.67,2024-11-04 08:09:30,-36076775.0,False,0,1.1020480205498127,False,False,0.17522188106919612,False,False,0,False
TX000611,AC00078,424.7,2023-01-30 17:37:14,Credit,Miami,D000066,56.116.189.0,M032,Online,56,Retired,178,1,6239.89,2024-11-04 08:08:25,-55607471.0,False,3,1.3274882959098422,False,False,0.20574078259163675,False,False,0,False
TX000612,AC00242,35.16,2023-10-25 17:50:23,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,2024-11-04 08:10:34,-32451611.0,False,0,1.0417846547471872,False,False,0.1723048177927961,False,False,0,False
TX000613,AC00149,35.73,2023-06-12 16:48:03,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,2024-11-04 08:11:09,-44119386.0,False,3,1.3473954698311505,False,False,0.17738502905070175,False,False,0,False
TX000614,AC00084,3.44,2023-01-19 17:24:30,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33,2024-11-04 08:12:20,-56558870.0,False,3,1.363536584049077,False,False,0.12345356156937332,False,False,0,False
TX000615,AC00466,1342.25,2023-04-28 18:11:55,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,694.03,2024-11-04 08:08:00,-48002165.0,True,2,2.797951990630446,False,True,0.022143254102467314,False,True,0,False
TX000616,AC00359,139.03,2023-08-30 18:00:09,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57,2024-11-04 08:11:29,-37289480.0,False,3,1.0225212886661617,False,False,0.19943729266142662,False,False,0,False
TX000617,AC00023,254.92,2023-09-18 16:04:06,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,2024-11-04 08:07:18,-35654592.0,False,4,0.756716259431104,False,False,0.19007472903345002,False,False,0,False
TX000618,AC00366,115.11,2023-05-05 17:34:22,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,9808.97,2024-11-04 08:10:18,-47399756.0,False,0,1.0260879303760562,False,False,0.17032969255932184,False,False,0,False
TX000619,AC00170,171.11,2023-05-15 16:52:24,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1,6324.09,2024-11-04 08:08:40,-46538176.0,False,3,0.992035599432317,False,False,0.2111489045004905,False,False,0,False
TX000620,AC00130,168.54,2023-02-02 16:13:13,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406.0,2024-11-04 08:08:14,-55353301.0,False,0,2.3591697105634424,False,False,0.03095902905272463,False,False,0,False
TX000621,AC00183,420.76,2023-02-23 16:04:35,Debit,Miami,D000329,76.0.164.168,M054,Branch,51,Retired,76,1,6581.55,2024-11-04 08:08:38,-53539443.0,False,3,1.2237804020234337,False,False,0.21448649831455935,False,False,0,False
TX000622,AC00219,408.46,2023-03-01 16:17:46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,2024-11-04 08:08:20,-53020234.0,False,3,1.4585886176494907,False,False,0.1629838760104081,False,False,0,False
TX000623,AC00354,1162.42,2023-08-23 16:35:42,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,2024-11-04 08:09:09,-37899207.0,False,2,2.138333834576623,False,False,0.041094032845229944,False,False,0,False
TX000624,AC00290,342.17,2023-12-14 16:09:42,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,2024-11-04 08:08:32,-28137530.0,False,4,1.891157125955191,False,False,0.11725295524599355,False,False,0,False
TX000625,AC00425,580.71,2023-09-20 16:37:48,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670.0,2024-11-04 08:10:54,-35479986.0,False,2,1.3147634911212713,False,False,0.2023777498812659,False,False,0,False
TX000626,AC00370,821.54,2023-08-22 18:11:16,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,2024-11-04 08:11:57,-37980041.0,False,2,2.2538729508406132,False,False,0.07975138847728425,False,False,0,False
TX000627,AC00454,253.47,2023-06-14 17:07:08,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,2024-11-04 08:08:12,-43945264.0,False,4,1.7519882688712456,False,False,0.11682778310253872,False,False,0,False
TX000628,AC00403,22.81,2023-05-29 17:53:03,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,2024-11-04 08:07:59,-45324896.0,False,3,0.8454947523614786,False,False,0.192262924589776,False,False,0,False
TX000629,AC00358,266.57,2023-07-03 17:56:59,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,2024-11-04 08:07:10,-42300611.0,False,0,0.9105602481477743,False,False,0.20615748822421792,False,False,0,False
TX000630,AC00296,374.61,2023-08-29 18:30:36,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,2024-11-04 08:11:24,-37374048.0,False,3,1.6533761980812638,False,False,0.10639753510507222,False,False,0,False
TX000631,AC00393,339.35,2023-02-03 16:08:47,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,2024-11-04 08:08:17,-55267170.0,False,3,1.1955210877265963,False,False,0.15821628857642284,False,False,0,False
TX000632,AC00223,810.36,2023-01-17 16:59:03,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,2024-11-04 08:07:19,-56732896.0,False,2,2.013527180700622,False,False,0.10097438060566688,False,False,0,False
TX000633,AC00487,9.83,2023-07-24 17:04:17,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,2024-11-04 08:09:03,-40489486.0,False,4,0.9529804328351608,False,False,0.1830260214440278,False,False,0,False
TX000634,AC00215,135.57,2023-06-14 17:17:34,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,2024-11-04 08:11:44,-43944850.0,False,0,0.5991228480570211,False,False,0.17560667353029125,False,False,0,False
TX000635,AC00275,340.05,2023-10-27 17:26:53,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,2024-11-04 08:07:43,-32280050.0,False,0,1.5115507875748002,False,False,0.17839299918576518,False,False,0,False
TX000636,AC00482,283.45,2023-10-17 17:24:47,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,2024-11-04 08:08:51,-33144244.0,False,4,0.2253316047398796,False,False,0.2082509822042422,False,False,0,False
TX000637,AC00357,100.99,2023-05-29 16:20:29,Debit,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1,8865.27,2024-11-04 08:09:12,-45330523.0,False,3,1.2021495541843759,False,False,0.18388553130241803,False,False,0,False
TX000638,AC00026,90.88,2023-02-20 16:48:49,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,2024-11-04 08:07:13,-53795904.0,False,4,1.1801151568135437,False,False,0.1349089102670697,False,False,0,False
TX000639,AC00416,655.15,2023-01-02 16:22:54,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,2024-11-04 08:07:15,-58031061.0,False,2,2.5425452347821182,False,False,0.09080059487824987,False,False,0,False
